student_id,name
8040,javascript
7587,git
5141,javascript
6294,angular
4669,C++
4610,react
7769,backbone
8529,Python
8102,react
5291,php
7927,git
4973,javascript
5723,html
7189,git
5102,C++
8016,angular
5057,.Net
5860,ML systems
6457,backbone
9127,ML systems
6282,R
9133,react
7832,react
5305,statisticalinference
7297,html
4707,javascript
8184,Python
8005,R
8570,backbone
9561,react
5456,git
6495,git
6482,R
5755,php
10419,html
4974,css
6966,php
9362,.Net
8511,react
7657,django
7474,R
9227,vue
6317,javascript
4650,ML systems
5889,django
7076,WAN
7592,vue
5987,javascript
8653,django
5176,vue
5255,css
7194,WAN
4842,react
9788,django
9972,.Net
9284,git
9869,Ruby
5991,html
10429,C++
4631,css
6991,LAN
8018,git
9928,Java
6560,SQL
4642,rails
6405,django
9917,javascript
7624,php
6455,php
8023,git
9682,hypothesis testing
6331,git
7152,LAN
10452,Java
5607,react
4801,statisticalinference
9050,django
10191,react
8579,vue
7793,git
8423,TCP/IP
4710,css
6510,backbone
9858,css
10308,git
5521,ML systems
10484,php
9298,Mean
8634,backbone
7250,Ruby
7354,rails
7343,.Net
7668,html
5609,Python
9389,html
6418,html
9080,vue
8756,Java
6303,Python
5405,php
5084,TCP/IP
6888,Java
4868,rails
9801,javascript
5671,django
9106,react
7720,LAN
5017,php
8978,django
7870,statisticalinference
5542,angular
6798,UNIX
8382,SQL
6729,UNIX
8590,git
5596,R
10107,git
8933,ML systems
5720,php
8620,html
9659,ML systems
7185,php
7367,javascript
6414,vue
6467,Mean
5430,django
7711,git
8693,git
7810,LAN
7086,django
6057,django
6045,regressions
10256,WAN
9596,WAN
5409,html
5456,html
8484,statisticalinference
8197,rails
6772,css
5869,LAN
9078,backbone
6443,react
8093,UNIX
9703,django
6364,django
6397,Java
8629,vue
10022,backbone
8475,javascript
5859,vue
9379,javascript
9515,regressions
5466,C++
6431,git
8852,javascript
8214,react
6072,django
6944,statisticalinference
10226,backbone
9175,Mean
8276,javascript
7697,html
7410,angular
6940,php
6672,html
10104,R
8435,LAN
6397,hypothesis testing
8813,WAN
8239,UNIX
7256,backbone
5787,UNIX
5604,statisticalinference
5795,git
4901,C#
8261,react
8563,html
9432,git
5661,C++
5474,SQL
4630,UNIX
6759,html
10156,css
5858,statisticalinference
10006,WAN
8710,SQL
9501,react
6355,angular
8024,javascript
10336,LAN
10196,html
7654,react
7205,django
4969,vue
6554,WAN
9721,php
5674,angular
5305,php
9153,ML systems
10226,LAN
7292,javascript
5516,css
7316,R
10322,.Net
6429,UNIX
4720,Java
7240,Mean
5443,UNIX
8164,Ruby
7485,hypothesis testing
5186,hypothesis testing
8318,.Net
8980,SQL
8865,ML systems
5511,angular
9334,ML systems
8172,django
8615,C++
9700,ML systems
5230,.Net
5738,django
6032,html
5514,css
8464,react
9272,rails
5936,Java
7417,django
4814,Ruby
8387,django
6948,react
5668,angular
9639,vue
9507,Mean
8013,git
7494,javascript
9862,vue
7800,react
9369,backbone
7069,html
7457,regressions
6298,backbone
5711,html
10297,vue
5893,django
5435,git
5518,C#
6760,C++
7372,javascript
6490,django
7230,Mean
8850,css
5258,rails
6269,rails
10070,LAN
5190,php
6344,angular
7648,statisticalinference
9128,css
5449,Ruby
9843,django
4871,php
5955,php
4628,UNIX
5695,vue
8948,.Net
5776,backbone
8071,C++
6372,angular
5584,git
5328,TCP/IP
9346,LAN
6205,Ruby
7110,Ruby
4880,html
8451,UNIX
7831,statisticalinference
10412,django
9192,Python
10139,Ruby
6046,hypothesis testing
7106,UNIX
9564,git
5689,javascript
7187,react
8393,rails
6565,css
8173,TCP/IP
10452,django
8376,ML systems
9755,R
10514,rails
7439,git
8393,C#
7717,backbone
4869,SQL
5432,hypothesis testing
8410,backbone
7650,django
8255,ML systems
8659,angular
8011,css
10440,django
6911,backbone
8423,rails
6123,php
9749,react
9554,ML systems
5127,angular
4873,LAN
8476,LAN
6669,html
7816,angular
4720,php
10041,backbone
6482,django
10460,C++
6523,LAN
6061,UNIX
7026,git
9359,Python
4797,UNIX
9745,hypothesis testing
8038,vue
7289,C#
5761,backbone
8685,javascript
9841,C#
8840,C#
9081,django
7765,ML systems
9526,css
6381,WAN
8013,C++
4804,django
7522,LAN
8669,rails
6857,git
8441,react
8351,vue
5999,react
7793,hypothesis testing
8387,javascript
9434,statisticalinference
10437,rails
9886,javascript
7455,rails
6892,Java
8800,regressions
7727,css
7264,Ruby
8625,LAN
10185,javascript
6625,regressions
6554,statisticalinference
8468,css
5441,C#
8396,rails
4739,LAN
5617,statisticalinference
7125,css
6910,angular
4603,TCP/IP
7622,WAN
5575,C#
5841,vue
9455,R
9811,git
9750,UNIX
9185,WAN
4689,php
10017,html
6976,backbone
9832,angular
6990,react
6274,.Net
8326,Ruby
8043,html
6570,C#
9885,vue
10540,R
6501,html
5678,php
8197,django
8759,LAN
5594,django
7638,backbone
5688,angular
4798,django
7798,LAN
6912,WAN
7933,vue
10548,javascript
6513,django
5515,SQL
6665,javascript
6543,vue
10263,git
9023,C#
6664,angular
9822,Ruby
9709,vue
6727,php
8275,react
7270,html
10222,.Net
5394,Ruby
5690,WAN
6698,react
9047,css
7369,statisticalinference
4809,git
7118,javascript
9936,backbone
7870,Ruby
5824,rails
10349,backbone
10575,ML systems
9283,WAN
6923,hypothesis testing
4940,vue
7958,SQL
6686,.Net
6327,.Net
6503,Java
10554,hypothesis testing
4789,vue
6570,Ruby
7791,TCP/IP
8580,Java
6978,R
10296,SQL
9066,javascript
10492,hypothesis testing
6157,UNIX
5124,Mean
5666,django
6508,html
6056,javascript
5308,UNIX
4820,ML systems
8620,Ruby
9221,backbone
7832,TCP/IP
6879,react
6979,angular
10022,Java
8037,react
9116,git
10182,ML systems
6542,css
8793,backbone
10417,ML systems
8595,C++
9001,git
6676,html
7118,javascript
10075,SQL
7335,php
9439,TCP/IP
6402,rails
7285,angular
5106,vue
5328,Python
9666,WAN
8742,statisticalinference
8683,git
7453,backbone
5258,angular
8149,angular
5215,django
7156,angular
5266,html
7867,hypothesis testing
9658,LAN
8516,git
6521,git
8499,C++
10119,react
10413,vue
5246,Java
6030,statisticalinference
9506,rails
6894,TCP/IP
9552,.Net
6215,php
4960,Java
5098,css
6263,UNIX
9349,C#
5805,html
9221,git
8338,react
4821,php
8772,html
8615,angular
7838,ML systems
5255,Java
6366,vue
8127,git
7120,Mean
5437,Ruby
9388,ML systems
6856,angular
10317,angular
5065,git
10573,vue
9369,django
6861,UNIX
6159,.Net
9129,.Net
8112,regressions
9142,rails
7482,SQL
7885,vue
4641,SQL
8155,php
5803,html
9855,.Net
6903,UNIX
7792,javascript
7470,TCP/IP
9592,javascript
9838,rails
6414,backbone
6646,javascript
5036,django
7922,Ruby
5308,backbone
7219,javascript
6661,statisticalinference
7420,angular
7709,hypothesis testing
7394,rails
9526,Ruby
8857,react
8121,C++
9565,UNIX
7699,css
9880,react
7245,react
9742,angular
7810,statisticalinference
5028,git
7506,WAN
8561,Ruby
5221,javascript
6418,angular
8779,html
5677,.Net
8756,TCP/IP
5043,WAN
8912,LAN
7357,backbone
5080,TCP/IP
8787,git
9195,vue
6767,Ruby
10351,php
8912,statisticalinference
5067,git
5737,C#
10287,backbone
4677,react
5722,html
10039,rails
9105,SQL
9818,angular
5103,angular
4950,css
7895,TCP/IP
6354,hypothesis testing
7882,html
9941,SQL
7698,css
9692,R
5440,git
10571,vue
4628,hypothesis testing
7711,TCP/IP
7635,rails
9312,rails
6565,django
8700,rails
7405,WAN
8482,Mean
9675,javascript
9265,statisticalinference
8109,vue
9382,git
5693,C++
10528,Mean
7010,ML systems
4894,html
4782,angular
5345,django
5370,regressions
9806,php
10338,hypothesis testing
6284,react
8134,django
8078,git
9182,hypothesis testing
6782,Python
8298,hypothesis testing
9452,react
5339,WAN
5122,angular
9873,git
5168,hypothesis testing
6087,react
8584,vue
8121,R
4982,php
5422,css
6600,html
8446,html
6236,django
9202,django
7577,backbone
8142,php
4773,SQL
7858,react
10189,C++
4904,react
7865,R
7516,regressions
6767,TCP/IP
6402,UNIX
8375,angular
9379,Java
6668,backbone
10366,angular
6449,Python
7343,html
4693,LAN
10321,django
6542,html
6904,javascript
5753,html
10522,git
8903,ML systems
9730,Ruby
6597,css
5203,css
8976,javascript
8336,git
5537,css
9424,html
9865,git
5643,C#
7657,html
5451,angular
5174,vue
8516,SQL
6781,SQL
8144,regressions
7047,css
7209,php
5047,C#
7778,git
6231,react
6049,git
6537,Ruby
7740,django
7156,git
8396,Mean
4924,UNIX
8370,C++
4974,TCP/IP
5102,Java
8277,git
8799,javascript
6905,C#
9107,css
9897,ML systems
10060,Java
8319,Java
6350,javascript
9933,php
9526,statisticalinference
9677,hypothesis testing
4752,javascript
9831,R
7329,backbone
10541,javascript
8444,LAN
8840,vue
4811,html
10432,.Net
5795,hypothesis testing
8138,UNIX
10384,react
8268,LAN
8322,.Net
6159,django
9518,react
9271,html
5005,ML systems
9736,html
10346,vue
6732,git
5027,regressions
6982,backbone
7737,django
10034,rails
6237,ML systems
8694,javascript
5407,css
5828,html
6041,UNIX
9643,javascript
8986,Python
7783,SQL
8121,Java
6859,php
8228,LAN
9594,statisticalinference
6750,Mean
4695,UNIX
7810,statisticalinference
7324,SQL
6514,WAN
6607,rails
6002,html
8218,css
7134,html
5717,angular
4896,vue
5671,react
5310,Python
8081,php
5258,css
7644,R
9126,vue
8649,javascript
9221,vue
7052,html
8314,javascript
5647,javascript
7399,django
4803,git
8769,TCP/IP
9990,css
8661,TCP/IP
7624,html
5623,hypothesis testing
5424,statisticalinference
8690,ML systems
7890,UNIX
6886,backbone
9855,ML systems
6417,rails
4865,backbone
8158,react
7788,git
7785,WAN
9583,statisticalinference
5500,C++
9160,php
9332,Python
10477,angular
5193,git
9962,.Net
6340,django
8488,css
7964,angular
9712,django
7158,Java
9560,vue
4975,backbone
9371,regressions
5979,vue
8978,css
5164,C#
6454,javascript
7653,angular
6054,Ruby
6589,TCP/IP
5443,git
5172,UNIX
10079,angular
9575,php
10102,regressions
8261,django
9569,vue
8676,UNIX
8378,LAN
10104,regressions
7066,Python
8249,ML systems
8109,css
7822,Java
9785,html
5596,angular
9146,angular
9287,WAN
6802,hypothesis testing
6681,git
10076,WAN
5362,Ruby
5713,php
8003,vue
5436,backbone
6909,hypothesis testing
9785,C++
10486,Ruby
7769,hypothesis testing
8304,LAN
7907,C#
10539,javascript
9190,css
6085,react
8617,css
7306,C++
8953,LAN
7802,UNIX
5697,vue
9027,git
6026,angular
8985,rails
6529,css
5279,git
5850,html
8092,css
6469,php
9588,rails
5428,javascript
7916,Mean
9927,vue
6875,hypothesis testing
9888,javascript
7031,php
8579,Mean
9686,angular
9422,git
9291,SQL
5947,css
7749,angular
7580,Mean
5138,WAN
6002,html
7372,Python
4752,javascript
7115,statisticalinference
6562,django
5762,backbone
7781,javascript
6765,C++
7878,backbone
9854,Ruby
7892,TCP/IP
10503,R
5178,LAN
4665,backbone
8399,R
5758,html
6118,django
8890,vue
8158,Python
7651,css
5771,UNIX
7967,django
8239,angular
7296,.Net
8401,angular
4752,git
6682,backbone
6010,LAN
5199,php
6149,ML systems
10362,backbone
5966,php
9647,Ruby
10124,Python
9995,git
7148,UNIX
9575,rails
7903,UNIX
9381,backbone
9272,javascript
7746,R
8779,rails
8508,vue
8938,css
8574,react
8596,.Net
8160,UNIX
9444,hypothesis testing
9629,Python
6204,TCP/IP
6781,LAN
5774,django
9985,angular
7365,backbone
8354,R
7110,html
6171,Java
8720,Python
6606,.Net
5266,html
4629,django
5015,backbone
5181,Java
8841,git
9493,WAN
9780,rails
6511,SQL
8697,Mean
8341,git
9007,rails
8424,vue
9259,statisticalinference
9114,Ruby
5113,Mean
7956,git
9876,TCP/IP
10048,git
7805,WAN
9984,C++
9412,vue
8406,react
8130,javascript
5602,vue
9766,rails
5142,angular
7127,C#
8390,regressions
6958,git
8338,SQL
8543,regressions
5156,.Net
7281,angular
6271,hypothesis testing
9803,angular
5496,Python
6605,Python
10164,angular
6250,rails
7800,php
8157,css
6246,php
4833,react
9954,regressions
7148,Ruby
9909,django
9713,LAN
7590,C#
9445,rails
5054,Java
4922,R
4879,angular
8414,react
6528,Python
7921,rails
8433,Python
10205,Ruby
8010,css
6739,vue
6318,rails
9206,regressions
10575,rails
9549,C++
4617,django
8303,react
10391,php
8242,vue
8849,Ruby
8468,django
6145,R
9202,git
9269,rails
6535,ML systems
5141,backbone
10555,SQL
5199,TCP/IP
9299,javascript
8820,django
9811,Java
9632,R
10194,C++
6824,css
5229,UNIX
7400,R
7546,css
9099,ML systems
5478,Java
6043,django
9983,Java
9656,git
5333,UNIX
6214,UNIX
9728,javascript
4972,Java
8646,vue
7641,backbone
8729,hypothesis testing
5460,css
5441,react
6977,statisticalinference
4650,LAN
9840,Python
10274,UNIX
4941,Ruby
4751,react
6157,SQL
6091,SQL
6972,django
4637,git
9303,backbone
6849,backbone
6488,git
9087,R
9542,backbone
4626,git
6185,css
7630,.Net
7379,vue
9927,git
7522,angular
10009,Ruby
6852,TCP/IP
7768,php
8884,php
6020,django
4634,angular
10016,Python
6464,django
9871,git
9596,css
8953,backbone
10503,Ruby
7121,angular
9182,Java
5583,UNIX
7475,angular
8877,javascript
5635,git
8873,javascript
6838,backbone
7914,.Net
6640,git
10380,Java
9366,css
4798,Java
7689,html
9433,LAN
7189,php
8914,Ruby
10010,angular
6115,git
9907,css
8905,css
6697,statisticalinference
4637,html
7689,Java
9805,angular
9341,git
8105,SQL
6673,Mean
10365,TCP/IP
4851,statisticalinference
8062,javascript
5036,.Net
7849,Python
7553,html
5384,SQL
10234,css
10185,django
5373,vue
10017,LAN
8626,C++
10104,C++
7965,TCP/IP
8299,javascript
8617,html
5952,C#
6122,rails
9368,javascript
8909,angular
8408,R
7427,php
8415,git
5757,backbone
10199,regressions
5930,git
4889,angular
7836,git
9073,css
9145,regressions
4976,react
5892,git
8732,Python
9218,php
6391,C#
7070,git
9834,react
5235,Java
7488,css
5309,javascript
8718,html
8334,git
5094,SQL
9808,git
5354,UNIX
10259,vue
9085,angular
4699,ML systems
5856,javascript
5401,php
5649,git
9147,Python
7793,C++
8644,.Net
9780,Python
10115,WAN
8831,ML systems
5724,UNIX
5208,php
10125,C#
9689,react
8664,javascript
9451,UNIX
9328,backbone
5129,SQL
4808,vue
9046,vue
8111,.Net
7147,C#
4895,php
10147,javascript
5444,git
6694,html
6391,hypothesis testing
8773,javascript
8310,R
6298,backbone
4848,react
7249,vue
9331,javascript
6371,C#
4673,Python
7549,react
6702,javascript
6723,git
5115,C++
8509,Python
7794,SQL
7187,git
9622,C#
6821,javascript
7912,LAN
7634,css
10137,angular
9022,javascript
6542,TCP/IP
5873,regressions
6706,statisticalinference
7320,LAN
6894,hypothesis testing
5463,regressions
10060,git
8335,statisticalinference
9016,django
8816,C++
10431,rails
9238,hypothesis testing
6523,Python
8011,css
9435,html
7125,R
7060,backbone
6722,vue
7601,angular
6644,javascript
4673,react
5136,git
7553,UNIX
7702,regressions
7483,backbone
4766,LAN
4712,vue
4807,C++
8735,html
9737,javascript
4744,vue
8845,angular
6415,angular
7876,statisticalinference
5279,vue
10156,regressions
6165,rails
7268,.Net
5505,php
5757,Python
7439,R
9530,react
8340,SQL
7789,regressions
4991,TCP/IP
9960,R
8327,angular
9989,.Net
10528,css
10342,rails
9432,.Net
9567,javascript
4690,vue
4838,javascript
5574,django
6729,css
6684,php
8037,react
5604,vue
5514,backbone
8249,html
5434,SQL
7172,.Net
6864,Python
6226,html
5303,hypothesis testing
8772,css
7547,django
7166,C#
5836,javascript
10502,.Net
6456,react
10516,C++
8795,Ruby
9036,css
5166,css
9339,html
10062,git
4850,regressions
4709,rails
10026,hypothesis testing
6755,git
5828,.Net
8398,Ruby
8836,regressions
6257,SQL
4829,git
6743,TCP/IP
5038,css
8788,angular
10518,html
7549,backbone
10551,Mean
9319,hypothesis testing
10310,.Net
10485,angular
10100,Mean
7519,git
8685,css
7021,html
9655,Mean
8755,statisticalinference
7824,git
5046,SQL
8980,R
5040,vue
9177,php
7148,R
7651,css
7219,LAN
5271,backbone
6112,.Net
10355,html
8680,django
5092,git
5150,backbone
6296,git
5600,css
6263,C++
7730,angular
5424,Java
7948,ML systems
7751,react
10177,Mean
4784,javascript
9573,statisticalinference
8273,Java
4942,WAN
10328,css
5090,backbone
10041,TCP/IP
7945,LAN
9980,git
5666,.Net
10455,php
9386,git
8539,vue
7402,regressions
7412,javascript
9659,javascript
9945,git
7713,statisticalinference
6451,html
9473,react
7517,regressions
6673,UNIX
6772,django
6577,rails
5560,css
9033,vue
10531,git
8515,ML systems
5343,git
4741,C#
7871,Ruby
9655,javascript
8311,UNIX
6519,WAN
10068,vue
9256,vue
8132,react
5442,backbone
9748,angular
8320,javascript
5104,Java
9983,R
6613,django
6112,backbone
7705,react
6712,Ruby
5009,R
5947,Ruby
8225,LAN
7625,rails
8023,html
9880,django
10059,html
7966,Ruby
8016,rails
8458,angular
5640,javascript
9672,Mean
9382,css
5466,php
5925,LAN
5603,backbone
6873,SQL
7854,backbone
7987,git
9550,rails
5693,angular
6242,hypothesis testing
6962,html
5359,Mean
7329,git
5369,UNIX
9593,C#
10030,.Net
8363,angular
5587,html
8550,react
6923,regressions
7344,css
10221,UNIX
9303,git
6509,Java
8190,Ruby
10097,javascript
5173,backbone
5616,html
7615,Ruby
6746,rails
9295,hypothesis testing
5166,UNIX
5061,backbone
7803,rails
10396,hypothesis testing
7491,html
9711,javascript
6891,vue
7659,SQL
5130,.Net
7382,ML systems
8534,git
7511,Python
6302,statisticalinference
4868,UNIX
9110,django
6938,LAN
7025,html
9113,javascript
6662,vue
5043,R
9197,C#
8077,git
8749,html
6474,django
6066,rails
10380,django
6711,git
5208,git
7045,django
9062,.Net
10317,javascript
9625,rails
9738,Mean
8226,react
10257,django
10135,git
7913,django
6283,UNIX
9688,Java
9703,LAN
7302,html
6968,Ruby
5445,WAN
6659,.Net
5167,hypothesis testing
6682,Mean
5756,Python
6637,UNIX
7556,Ruby
9532,backbone
6205,R
9858,php
4862,rails
6619,css
5423,ML systems
4705,html
10437,SQL
9076,.Net
10153,git
7088,C#
6431,hypothesis testing
7535,django
6221,django
8870,ML systems
8991,javascript
10312,rails
5849,.Net
5491,rails
8365,css
9069,backbone
5117,Ruby
5849,WAN
9175,WAN
9852,html
8406,TCP/IP
10169,angular
7413,html
7744,react
8511,statisticalinference
5050,Ruby
9837,regressions
6698,git
5128,php
10357,php
8048,.Net
6463,html
7112,hypothesis testing
7770,SQL
4603,javascript
6466,rails
4674,php
5909,Mean
7495,rails
4743,Ruby
6641,git
6392,git
6547,R
7246,react
5122,.Net
8387,html
8414,R
7170,UNIX
5507,django
5487,WAN
6912,R
8652,react
9734,css
7848,git
7588,rails
5324,git
4748,git
6514,git
7288,git
6414,git
5936,backbone
8733,php
8106,html
6573,R
8690,backbone
8960,rails
6917,.Net
7437,Mean
9651,css
9269,hypothesis testing
7418,LAN
9854,react
8232,backbone
7646,angular
6037,hypothesis testing
9889,ML systems
5821,react
9713,html
8420,statisticalinference
8436,django
4923,UNIX
7915,angular
8182,Java
8104,WAN
8280,UNIX
5116,R
7887,backbone
10312,angular
9303,regressions
6509,regressions
8317,react
6448,vue
5582,django
5493,git
8049,LAN
7685,django
10261,php
9040,C++
6780,angular
6916,git
8036,css
5448,git
4726,C#
8175,C#
7522,Ruby
7682,LAN
5350,django
8366,C++
5583,react
8853,SQL
5445,git
7651,rails
8937,react
6135,rails
6308,regressions
9844,php
5151,git
5172,C++
4892,SQL
7858,ML systems
6861,Java
6438,css
8927,Ruby
5724,django
5933,Java
8378,django
9996,C++
8580,git
7176,backbone
8744,Java
5473,git
5649,.Net
8143,rails
7674,css
7637,WAN
6527,LAN
5257,Ruby
9848,angular
6147,SQL
6993,hypothesis testing
9635,html
7526,C#
9247,angular
8163,R
10228,UNIX
8679,react
6740,angular
10290,Ruby
10305,TCP/IP
7075,C#
8763,C++
9030,php
5671,rails
8533,TCP/IP
9728,vue
6954,django
8266,ML systems
7620,react
7678,regressions
9277,R
9585,vue
8543,angular
7484,react
4713,hypothesis testing
4759,backbone
7465,backbone
5548,Ruby
8432,css
5636,WAN
4972,backbone
5493,react
4774,WAN
7911,git
7778,git
8213,regressions
5323,LAN
9585,C#
7617,rails
5628,rails
7587,html
5622,LAN
6841,rails
9889,django
4673,html
9034,C#
9443,UNIX
10412,git
5426,LAN
7388,R
7212,R
